mRNA,CKR,HSR,FoldChange,log2FC
LOC_Os01g02560,0.2,0.0,0.8333333333333334,-0.2630344058337938
LOC_Os01g02570,0.0,0.0,1.0,0.0
LOC_Os01g02580,0.0,0.0,1.0,0.0
LOC_Os01g02590,4.1,1.2,0.4313725490196079,-1.212993723334198
LOC_Os01g02600,0.3,0.0,0.7692307692307692,-0.37851162325372995
LOC_Os01g02610,0.0,0.0,1.0,0.0
LOC_Os01g02629,0.0,0.0,1.0,0.0
LOC_Os01g02650,0.0,0.0,1.0,0.0
LOC_Os01g02660,0.0,0.0,1.0,0.0
LOC_Os01g02670,0.0,0.0,1.0,0.0
LOC_Os01g02680,0.0,0.0,1.0,0.0
LOC_Os01g02690,0.4,0.0,0.7142857142857143,-0.4854268271702417
LOC_Os01g02700,0.6,0.0,0.625,-0.6780719051126377
LOC_Os01g02710,0.0,0.0,1.0,0.0
LOC_Os01g02720,3.1,1.6,0.6341463414634148,-0.6571122864769913
LOC_Os01g02730,1.5,0.0,0.4,-1.3219280948873622
LOC_Os01g02740,0.6,0.1,0.6875,-0.5405683813627028
LOC_Os01g02750,0.9,0.0,0.5263157894736842,-0.9259994185562233
LOC_Os01g02760,0.0,0.0,1.0,0.0
LOC_Os01g02770,0.7,0.0,0.5882352941176471,-0.765534746362977
LOC_Os01g02780,0.0,0.0,1.0,0.0
LOC_Os01g02790,0.0,0.0,1.0,0.0
LOC_Os01g02800,0.0,0.0,1.0,0.0
LOC_Os01g02810,0.0,0.0,1.0,0.0
LOC_Os01g02830,0.0,0.0,1.0,0.0
LOC_Os01g02840,0.0,0.0,1.0,0.0
LOC_Os01g02850,1.7,0.0,0.37037037037037035,-1.4329594072761063
LOC_Os01g02860,0.0,0.0,1.0,0.0
LOC_Os01g02870,1.2,0.8,0.8181818181818181,-0.289506617194985
LOC_Os01g02880,56.1,19.1,0.35201401050788095,-1.506295244183914
LOC_Os01g02884,10.1,2.2,0.2882882882882883,-1.794415866350106
LOC_Os01g02890,2.7,0.5,0.4054054054054054,-1.3025627700204314
LOC_Os01g02900,38.0,67.9,1.7666666666666668,0.8210298589546808
LOC_Os01g02910,2.7,1.4,0.6486486486486486,-0.6244908649077938
LOC_Os01g02920,69.9,293.3,4.150916784203103,2.053430009700879
LOC_Os01g02930,11.5,12.2,1.056,0.07860983469636647
LOC_Os01g02940,25.8,16.7,0.6604477611940298,-0.5984836403747751
LOC_Os01g02950,0.0,0.0,1.0,0.0
LOC_Os01g02960,12.6,1.0,0.14705882352941177,-2.765534746362977
LOC_Os01g02970,0.0,0.0,1.0,0.0
LOC_Os01g02980,0.0,0.0,1.0,0.0
LOC_Os01g02990,0.0,0.0,1.0,0.0
LOC_Os01g02999,0.0,0.0,1.0,0.0
LOC_Os01g03010,0.0,0.0,1.0,0.0
LOC_Os01g03020,2.3,2.4,1.0303030303030303,0.04306872189188593
LOC_Os01g03030,7.1,45.4,5.728395061728395,2.518130992242947
LOC_Os01g03040,1.9,0.7,0.5862068965517241,-0.7705181538772329
LOC_Os01g03050,7.2,5.4,0.7804878048780489,-0.35755200461808345
LOC_Os01g03060,36.6,77.6,2.090425531914893,1.0637966505809688
LOC_Os01g03070,44.3,6.4,0.163355408388521,-2.613913874417285
LOC_Os01g03080,1.7,1.6,0.9629629629629629,-0.05444778402237646
LOC_Os01g03100,5.3,2.0,0.4761904761904762,-1.0703893278913978
LOC_Os01g03090,10.8,10.3,0.9576271186440678,-0.06246408694665355
LOC_Os01g03110,9.0,1.7,0.27,-1.8889686876112561
LOC_Os01g03119,0.0,0.0,1.0,0.0
LOC_Os01g03130,4.5,17.4,3.3454545454545452,1.7422022425323531
LOC_Os01g03144,4.5,9.2,1.8545454545454545,0.8910656284468359
LOC_Os01g03160,8.4,9.4,1.1063829787234043,0.14585086646345485
LOC_Os01g03170,0.0,0.0,1.0,0.0
LOC_Os01g03180,0.0,0.0,1.0,0.0
LOC_Os01g03190,0.0,3.0,4.0,2.0
LOC_Os01g03200,0.0,0.0,1.0,0.0
LOC_Os01g03210,0.0,0.0,1.0,0.0
LOC_Os01g03220,0.0,0.0,1.0,0.0
LOC_Os01g03230,0.0,0.0,1.0,0.0
LOC_Os01g03240,0.0,0.0,1.0,0.0
LOC_Os01g03250,0.0,0.0,1.0,0.0
LOC_Os01g03260,0.0,0.0,1.0,0.0
LOC_Os01g03270,0.0,1.6,2.6,1.3785116232537298
LOC_Os01g03280,0.0,0.0,1.0,0.0
LOC_Os01g03290,0.0,0.0,1.0,0.0
LOC_Os01g03300,0.0,0.0,1.0,0.0
LOC_Os01g03310,0.0,0.0,1.0,0.0
LOC_Os01g03320,2.6,1.7,0.75,-0.4150374992788438
LOC_Os01g03330,70.3,109.5,1.549789621318373,0.6320723878349058
LOC_Os01g03340,316.0,517.8,1.6365930599369083,0.7106956392249296
LOC_Os01g03350,0.0,0.0,1.0,0.0
LOC_Os01g03360,239.6,247.0,1.030756442227764,0.04370347809816114
LOC_Os01g03370,0.0,0.3,1.3,0.37851162325372983
LOC_Os01g03380,0.0,0.0,1.0,0.0
LOC_Os01g03390,61.2,104.1,1.6897106109324758,0.7567761838315757
LOC_Os01g03400,0.0,0.0,1.0,0.0
LOC_Os01g03410,0.0,0.0,1.0,0.0
LOC_Os01g03420,0.0,0.0,1.0,0.0
LOC_Os01g03429,0.0,0.0,1.0,0.0
LOC_Os01g03440,0.0,0.0,1.0,0.0
LOC_Os01g03452,0.0,0.0,1.0,0.0
LOC_Os01g03464,0.0,0.0,1.0,0.0
LOC_Os01g03480,0.0,0.0,1.0,0.0
LOC_Os01g03490,21.5,5.3,0.27999999999999997,-1.8365012677171206
LOC_Os01g03500,5.9,0.0,0.14492753623188406,-2.7865963618908065
LOC_Os01g03510,12.2,11.8,0.9696969696969698,-0.044394119358453235
LOC_Os01g03520,14.7,35.7,2.337579617834395,1.2250155039515858
LOC_Os01g03530,1.1,104.5,50.238095238095234,5.650709860815787
LOC_Os01g03549,0.3,0.0,0.7692307692307692,-0.37851162325372995
LOC_Os01g03570,0.5,0.0,0.6666666666666666,-0.5849625007211563
LOC_Os01g03580,0.0,0.0,1.0,0.0
LOC_Os01g03590,0.0,0.0,1.0,0.0
LOC_Os01g03600,0.0,0.0,1.0,0.0
LOC_Os01g03610,0.0,0.0,1.0,0.0
LOC_Os01g03620,23.7,4.5,0.22267206477732795,-2.167007518060018
LOC_Os01g03630,0.8,2.2,1.777777777777778,0.8300749985576877
LOC_Os01g03640,0.2,0.0,0.8333333333333334,-0.2630344058337938
LOC_Os01g03650,5.7,1.6,0.3880597014925373,-1.3656494723166803
LOC_Os01g03660,0.7,0.4,0.8235294117647058,-0.28010791919273537
LOC_Os01g03670,0.0,0.0,1.0,0.0
LOC_Os01g03680,327.7,87.8,0.2701551566778217,-1.8881398747302043
LOC_Os01g03690,4.2,5.2,1.1923076923076923,0.253756592245783
LOC_Os01g03710,2.3,5.9,2.0909090909090913,1.064130337419716
LOC_Os01g03720,1.9,0.9,0.6551724137931034,-0.6100534816839867
LOC_Os01g03740,0.6,1.6,1.625,0.7004397181410922
LOC_Os01g03730,0.8,1.9,1.611111111111111,0.6880559936852596
LOC_Os01g03750,4.9,1.2,0.3728813559322034,-1.423211430724544
LOC_Os01g03760,31.0,14.0,0.46875,-1.0931094043914815
LOC_Os01g03770,0.0,0.0,1.0,0.0
LOC_Os01g03780,0.0,0.0,1.0,0.0
LOC_Os01g03790,0.0,0.0,1.0,0.0
LOC_Os01g03800,0.0,0.0,1.0,0.0
LOC_Os01g03810,14.7,0.0,0.06369426751592357,-3.972692654004265
LOC_Os01g03820,10.3,0.9,0.16814159292035397,-2.572251448971602
LOC_Os01g03830,0.1,0.0,0.9090909090909091,-0.13750352374993496
LOC_Os01g03840,0.0,0.0,1.0,0.0
LOC_Os01g03850,0.0,0.0,1.0,0.0
LOC_Os01g03860,0.0,0.0,1.0,0.0
LOC_Os01g03870,7.2,2.2,0.39024390243902446,-1.3575520046180833
LOC_Os01g03880,0.0,0.0,1.0,0.0
LOC_Os01g03890,1.6,4.5,2.1153846153846154,1.0809199953835675
LOC_Os01g03900,0.0,0.0,1.0,0.0
LOC_Os01g03914,12.5,11.5,0.9259259259259259,-0.11103131238874384
LOC_Os01g03930,0.0,0.0,1.0,0.0
LOC_Os01g03940,8.8,5.7,0.6836734693877551,-0.5486206536574358
LOC_Os01g03950,23.4,0.3,0.05327868852459017,-4.230297619421794
LOC_Os01g03960,0.0,0.0,1.0,0.0
LOC_Os01g03970,0.0,0.0,1.0,0.0
LOC_Os01g03980,4.9,6.4,1.2542372881355932,0.3268103162671085
LOC_Os01g03989,0.0,0.0,1.0,0.0
LOC_Os01g04000,0.0,0.0,1.0,0.0
LOC_Os01g04005,0.0,0.0,1.0,0.0
LOC_Os01g04010,101.3,310.2,3.0420332355816226,1.6050359152408633
LOC_Os01g04020,127.8,43.3,0.34394409937888193,-1.5397539895595989
LOC_Os01g04030,3.4,1.4,0.5454545454545454,-0.8744691179161412
LOC_Os01g04040,0.0,0.0,1.0,0.0
LOC_Os01g04050,63.7,255.4,3.9629057187016996,1.9865586446262333
LOC_Os01g04070,0.0,0.0,1.0,0.0
LOC_Os01g04080,0.0,0.0,1.0,0.0
LOC_Os01g04090,0.0,5.9,6.9,2.786596361890807
LOC_Os01g04100,1.9,34.6,12.275862068965518,3.6177524358388258
LOC_Os01g04110,0.9,0.9,1.0,0.0
LOC_Os01g04120,7.1,12.7,1.691358024691358,0.7581820800759019
LOC_Os01g04130,1.4,0.0,0.4166666666666667,-1.2630344058337937
LOC_Os01g04140,0.0,0.0,1.0,0.0
LOC_Os01g04150,0.0,0.0,1.0,0.0
LOC_Os01g04160,8.5,1.3,0.2421052631578947,-2.0462936522739352
LOC_Os01g04170,2.4,0.0,0.29411764705882354,-1.765534746362977
LOC_Os01g04180,0.0,0.0,1.0,0.0
LOC_Os01g04190,22.0,2.7,0.16086956521739132,-2.636036685315425
LOC_Os01g04200,3.5,4.5,1.2222222222222223,0.289506617194985
LOC_Os01g04210,0.6,0.0,0.625,-0.6780719051126377
LOC_Os01g04220,1.5,2.0,1.2,0.2630344058337938
LOC_Os01g04230,6.8,1.3,0.2948717948717949,-1.7618402628052354
LOC_Os01g04250,0.6,0.0,0.625,-0.6780719051126377
LOC_Os01g04260,10.4,3.9,0.4298245614035088,-1.2181801700495334
LOC_Os01g04270,0.0,0.0,1.0,0.0
LOC_Os01g04280,44.2,28.4,0.6504424778761061,-0.6205066175788235
LOC_Os01g04290,0.0,3.6,4.6,2.2016338611696504
LOC_Os01g04300,33.2,19.8,0.6081871345029239,-0.7174127967448057
LOC_Os01g04310,0.0,0.0,1.0,0.0
LOC_Os01g04320,0.0,0.0,1.0,0.0
LOC_Os01g04324,1.6,0.8,0.6923076923076923,-0.5305147166987798
LOC_Os01g04330,29.3,44.5,1.5016501650165017,0.5865487516131078
LOC_Os01g04340,0.0,92.1,93.1,6.540709262671431
LOC_Os01g04350,29.0,40.9,1.3966666666666667,0.48198774320347076
LOC_Os01g04360,0.0,193.1,194.1,7.600656307826301
LOC_Os01g04370,0.0,276.1,277.1,8.114262900594055
LOC_Os01g04380,0.0,197.8,198.8,7.635173946674924
LOC_Os01g04390,3.2,0.0,0.23809523809523808,-2.070389327891398
LOC_Os01g04409,12.8,23.1,1.7463768115942029,0.8043648794517926
LOC_Os01g04430,12.4,12.4,1.0,0.0
LOC_Os01g04440,8.1,3.7,0.5164835164835165,-0.9532057885210588
LOC_Os01g04450,4.1,10.9,2.3333333333333335,1.222392421336448
LOC_Os01g04460,2.0,3.0,1.3333333333333333,0.41503749927884376
LOC_Os01g04470,0.3,0.0,0.7692307692307692,-0.37851162325372995
LOC_Os01g04480,0.3,0.0,0.7692307692307692,-0.37851162325372995
LOC_Os01g04500,2.4,0.0,0.29411764705882354,-1.765534746362977
LOC_Os01g04490,0.5,0.0,0.6666666666666666,-0.5849625007211563
LOC_Os01g04510,0.0,0.0,1.0,0.0
LOC_Os01g04520,0.3,0.0,0.7692307692307692,-0.37851162325372995
LOC_Os01g04530,1.1,0.7,0.8095238095238094,-0.30485458152842104
LOC_Os01g04540,0.4,0.0,0.7142857142857143,-0.4854268271702417
LOC_Os01g04550,0.0,0.0,1.0,0.0
LOC_Os01g04560,0.0,0.0,1.0,0.0
LOC_Os01g04570,1.1,1.7,1.2857142857142858,0.36257007938470837
LOC_Os01g04580,15.2,162.1,10.067901234567902,3.3316910638272597
LOC_Os01g04590,0.0,0.0,1.0,0.0
LOC_Os01g04600,0.0,0.0,1.0,0.0
LOC_Os01g04610,0.0,0.0,1.0,0.0
LOC_Os01g04620,37.2,350.6,9.204188481675393,3.2022905271076554
LOC_Os01g04630,32.3,5.1,0.1831831831831832,-2.448641029508376
LOC_Os01g04640,2.9,2.3,0.8461538461538461,-0.24100809950379493
LOC_Os01g04650,98.1,131.5,1.3370332996972756,0.4190353971514358
LOC_Os01g04660,0.2,1.4,2.0,1.0
LOC_Os01g04670,1.0,6.1,3.55,1.8278190246173196
LOC_Os01g04680,0.0,0.0,1.0,0.0
LOC_Os01g04690,1.2,0.0,0.45454545454545453,-1.137503523749935
LOC_Os01g04699,0.0,2.6,3.6,1.84799690655495
LOC_Os01g04710,27.7,4.9,0.20557491289198607,-2.2822638773138464
LOC_Os01g04720,7.2,1.0,0.24390243902439027,-2.035623909730721
LOC_Os01g04730,82.5,23.6,0.2946107784431138,-1.7631178820221747
LOC_Os01g04740,0.0,0.0,1.0,0.0
LOC_Os01g04750,3.0,0.0,0.25,-2.0
LOC_Os01g04760,0.0,0.0,1.0,0.0
LOC_Os01g04770,0.0,0.0,1.0,0.0
LOC_Os01g04780,0.0,0.0,1.0,0.0
LOC_Os01g04790,0.0,0.0,1.0,0.0
LOC_Os01g04800,43.9,61.9,1.400890868596882,0.48634457213814225
LOC_Os01g04814,21.4,37.3,1.7098214285714286,0.773845659867353
LOC_Os01g04830,0.0,0.0,1.0,0.0
LOC_Os01g04840,0.2,0.0,0.8333333333333334,-0.2630344058337938
LOC_Os01g04850,0.0,0.0,1.0,0.0
LOC_Os01g04860,1.2,0.0,0.45454545454545453,-1.137503523749935
LOC_Os01g04870,2.2,0.0,0.3125,-1.6780719051126376
LOC_Os01g04900,1.0,0.3,0.65,-0.6214883767462701
LOC_Os01g04880,6.3,0.9,0.2602739726027397,-1.9418970454364317
LOC_Os01g04910,2.9,0.0,0.25641025641025644,-1.9634741239748859
LOC_Os01g04920,2.2,0.4,0.43749999999999994,-1.192645077942396
LOC_Os01g04930,34.6,29.4,0.8539325842696629,-0.2278059175228123
LOC_Os01g04950,17.9,15.9,0.8941798941798942,-0.1613629879388883
LOC_Os01g04960,0.0,0.0,1.0,0.0
LOC_Os01g04970,0.0,0.0,1.0,0.0
LOC_Os01g04980,0.0,0.0,1.0,0.0
LOC_Os01g04990,4.4,0.0,0.18518518518518517,-2.4329594072761065
LOC_Os01g05000,0.0,0.0,1.0,0.0
LOC_Os01g05010,17.8,1.2,0.11702127659574468,-3.0951572330403403
LOC_Os01g05020,0.0,0.0,1.0,0.0
LOC_Os01g05030,0.0,0.0,1.0,0.0
LOC_Os01g05040,0.0,0.0,1.0,0.0
LOC_Os01g05050,0.0,0.0,1.0,0.0
LOC_Os01g05060,9.1,4.9,0.5841584158415842,-0.7755684333899533
LOC_Os01g05064,48.2,137.8,2.821138211382114,1.4962773472390212
LOC_Os01g05070,12.5,11.7,0.9407407407407407,-0.08813091027866517
LOC_Os01g05080,3.2,0.0,0.23809523809523808,-2.070389327891398
LOC_Os01g05100,1.1,0.7,0.8095238095238094,-0.30485458152842104
LOC_Os01g05090,2.6,2.2,0.888888888888889,-0.16992500144231226
LOC_Os01g05105,2.4,0.0,0.29411764705882354,-1.765534746362977
LOC_Os01g05120,0.4,0.8,1.2857142857142858,0.36257007938470837
LOC_Os01g05130,7.7,4.8,0.6666666666666667,-0.5849625007211561
LOC_Os01g05140,6.1,6.0,0.9859154929577465,-0.020464102559715577
LOC_Os01g05150,0.0,0.0,1.0,0.0
LOC_Os01g05160,0.0,0.0,1.0,0.0
LOC_Os01g05170,1.2,4.8,2.6363636363636362,1.3985493764902748
LOC_Os01g05180,0.8,0.0,0.5555555555555556,-0.84799690655495
LOC_Os01g05200,0.0,0.0,1.0,0.0
LOC_Os01g05210,0.0,0.0,1.0,0.0
LOC_Os01g05220,0.0,1.6,2.6,1.3785116232537298
LOC_Os01g05230,1.8,0.0,0.35714285714285715,-1.4854268271702418
LOC_Os01g05240,0.0,0.0,1.0,0.0
LOC_Os01g05250,0.0,0.0,1.0,0.0
LOC_Os01g05260,0.0,0.0,1.0,0.0
LOC_Os01g05280,0.0,0.0,1.0,0.0
LOC_Os01g05289,1.9,0.0,0.3448275862068966,-1.5360529002402097
LOC_Os01g05300,0.0,0.0,1.0,0.0
LOC_Os01g05310,0.0,0.0,1.0,0.0
LOC_Os01g05320,0.0,0.0,1.0,0.0
LOC_Os01g05330,0.0,0.0,1.0,0.0
LOC_Os01g05340,0.0,0.0,1.0,0.0
LOC_Os01g05350,0.0,0.0,1.0,0.0
LOC_Os01g05360,0.0,0.0,1.0,0.0
LOC_Os01g05370,0.0,0.0,1.0,0.0
LOC_Os01g05380,0.0,0.0,1.0,0.0
LOC_Os01g05390,0.0,0.0,1.0,0.0
LOC_Os01g05400,0.0,0.0,1.0,0.0
LOC_Os01g05410,0.0,0.0,1.0,0.0
LOC_Os01g05420,26.0,17.9,0.7,-0.5145731728297583
LOC_Os01g05430,3.0,0.0,0.25,-2.0
LOC_Os01g05440,0.0,0.0,1.0,0.0
LOC_Os01g05450,0.0,0.0,1.0,0.0
LOC_Os01g05460,0.0,0.0,1.0,0.0
